City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
153,Flying Fish Cove,-10.4217,105.6791,24.82000000000005,83,100,7.72,CX,1694791745
154,Kailua-Kona,19.6406,-155.9956,25.980000000000018,81,0,3.09,US,1694791187
155,Sittwe,20.15,92.9,27.55000000000001,83,13,2.24,MM,1694791745
156,Zeya,53.75,127.2667,3.900000000000034,81,0,1.73,RU,1694791211
157,Camaná,-16.6228,-72.7111,19.720000000000027,68,56,2.7,PE,1694791746
158,As Sulayyil,20.4607,45.5779,41.14000000000004,10,11,3.62,SA,1694791746
159,Santa Maria,-29.6842,-53.8069,20.610000000000014,40,0,2.57,BR,1694791520
160,Las Heras,-46.5419,-68.9359,9.220000000000027,39,46,8.87,AR,1694791746
161,Minas de Marcona,-15.2119,-75.1103,16.600000000000023,63,35,4.05,PE,1694791217
162,Jasper,37.2001,-94.3502,24.5,50,0,3.6,US,1694791747
163,Clodomira,-27.5744,-64.1311,27.090000000000032,20,5,10.29,AR,1694791747
164,Lerwick,60.1545,-1.1494,12.0,77,100,6.84,GB,1694791198
165,Bubaque,11.2833,-15.8333,28.170000000000016,77,64,4.41,GW,1694791279
166,Mount Isa,-20.7333,139.5,12.870000000000005,47,0,0.0,AU,1694791217
167,Krivosheino,57.3431,83.9261,10.830000000000041,86,5,2.21,RU,1694791747
168,Onega,63.9061,38.1404,9.710000000000036,67,100,3.61,RU,1694791249
169,Valparaíso,-33.0393,-71.6273,27.129999999999995,52,0,7.72,CL,1694791716
170,Yermakovskoye,53.2831,92.4003,12.210000000000036,79,100,1.23,RU,1694791748
171,Brookings,44.3114,-96.7984,18.379999999999995,86,0,4.12,US,1694791202
172,Olonets,60.9847,32.9698,12.420000000000016,71,44,3.04,RU,1694791748
173,Ed Damer,17.5928,33.9592,38.59000000000003,20,66,6.59,SD,1694791748
174,Muromtsevo,56.3724,75.2418,13.920000000000016,80,100,1.49,RU,1694791248
175,Sandnessjøen,66.0217,12.6316,13.060000000000002,62,75,4.12,NO,1694791749
176,Mont-Dore,-22.2833,166.5833,20.560000000000002,99,100,6.4,NC,1694791225
177,Chilliwack,49.1747,-121.9443,17.03000000000003,69,13,2.06,CA,1694791749
178,Saint-Joseph,-21.3667,55.6167,22.210000000000036,74,44,5.22,RE,1694791288
179,Bodø,67.28,14.405,11.640000000000043,70,75,4.12,NO,1694791194
180,Granbury,32.4421,-97.7942,22.400000000000034,96,100,4.12,US,1694791750
181,Mocorito,25.4833,-107.9167,31.230000000000018,60,0,1.16,MX,1694791750
182,Mil’kovo,55.6078,37.7956,18.730000000000018,51,100,2.41,RU,1694791750
183,Kenai,60.5544,-151.2583,6.75,91,100,3.6,US,1694791750
184,Constanța,44.1833,28.65,26.379999999999995,62,99,2.01,RO,1694790977
185,Turabah,21.2141,41.6331,35.83000000000004,8,74,5.52,SA,1694791751
186,College,64.8569,-147.8028,5.439999999999998,93,100,2.06,US,1694791192
187,Gorontalo,0.5412,123.0595,23.900000000000034,93,100,1.27,ID,1694791751
188,Hirara,24.8,125.2833,26.920000000000016,94,20,3.6,JP,1694791751
189,Kalabo,-14.97,22.6814,35.05000000000001,10,0,3.87,ZM,1694791751
190,Benguela,-12.5763,13.4055,22.78000000000003,78,60,4.33,AO,1694791751
191,Syracuse,37.0881,15.2792,28.77000000000004,65,100,4.23,IT,1694791512
192,Petropavlovsk-Kamchatskiy,53.0452,158.6483,3.330000000000041,87,0,3.0,RU,1694791111
193,Mogadishu,2.0371,45.3438,26.930000000000007,83,20,5.14,SO,1694791520
194,Ciranjang-hilir,-6.82,107.2572,25.120000000000005,80,24,0.27,ID,1694791752
195,Alofi,-19.0595,-169.9187,18.939999999999998,94,99,1.03,NU,1694791752
196,Rio Grande,-32.035,-52.0986,22.060000000000002,55,8,4.27,BR,1694791263
197,Nemuro,43.3236,145.575,16.04000000000002,91,96,3.9,JP,1694791285
198,Bilibino,68.0546,166.4372,1.670000000000016,98,100,1.17,RU,1694791185
199,Kerikeri,-35.2268,173.9474,9.950000000000045,87,2,1.75,NZ,1694791185
200,Dhemāji,27.4833,94.5833,27.879999999999995,84,30,0.68,IN,1694791753
201,Yuzhno-Kurilsk,44.0306,145.8556,15.200000000000045,94,99,4.08,RU,1694791753
202,Zapolyarnyy,69.4154,30.8136,9.600000000000023,64,53,4.09,RU,1694791753
203,Kingston,17.997,-76.7936,32.53000000000003,62,20,4.63,JM,1694791205
204,Changde,29.0464,111.6783,23.340000000000032,78,0,0.87,CN,1694791754
205,Talnakh,69.4865,88.3972,5.670000000000016,73,100,1.63,RU,1694791225
206,Coahuayana de Hidalgo,18.7,-103.6583,29.83000000000004,74,12,0.44,MX,1694791754
207,Lorengau,-2.0226,147.2712,27.29000000000002,82,100,5.97,PG,1694791254
208,Mahina,-17.5065,-149.489,22.870000000000005,88,100,1.03,PF,1694791754
209,Kokopo,-4.352,152.2633,24.879999999999995,81,100,7.14,PG,1694791755
210,Punta Arenas,-53.15,-70.9167,5.060000000000002,60,40,6.17,CL,1694791195
211,Ahmadpur,18.7,76.9333,23.870000000000005,86,100,3.79,IN,1694791755
212,Hamilton,39.1834,-84.5333,22.55000000000001,58,0,3.09,US,1694791190
213,Derzhavīnsk,51.1,66.3167,16.720000000000027,48,58,1.15,KZ,1694791756
214,Canyon,34.9803,-101.9188,20.470000000000027,91,80,3.13,US,1694791756
215,Tralee,52.2704,-9.7026,13.140000000000043,88,100,2.06,IE,1694790887
216,Ndioum,16.5129,-14.6471,39.200000000000045,25,29,2.91,SN,1694791756
217,Arrondissement de Saint-Denis,48.9167,2.3333,28.970000000000027,41,0,4.63,FR,1694791592
218,Kununurra,-15.7667,128.7333,20.99000000000001,68,60,0.0,AU,1694791262
219,Bedum,53.3008,6.6028,23.32000000000005,56,100,3.29,NL,1694791757
220,Aracati,-4.5617,-37.7697,33.160000000000025,40,2,7.34,BR,1694791757
221,Praia da Vitória,38.7333,-27.0667,23.200000000000045,64,20,8.9,PT,1694791252
222,Sinop Province,41.7711,34.8709,19.510000000000048,54,17,2.69,TR,1694791198
223,Shatki,55.1887,44.1249,16.30000000000001,59,31,1.88,RU,1694791757
224,Kisangani,0.5167,25.2,32.200000000000045,55,20,2.06,CD,1694791758
225,Dellys,36.9172,3.9131,29.189999999999998,58,99,3.77,DZ,1694791758
226,São Cristóvão,-11.0147,-37.2064,28.950000000000045,61,20,5.14,BR,1694791758
227,Bamboo Flat,11.7,92.7167,28.05000000000001,89,100,2.06,IN,1694791758
228,Punta del Este,-34.9667,-54.95,22.060000000000002,47,0,11.83,UY,1694791552
